n_cells,n_senders,prevalence_real,median_nn_um,lam_true,beta_true,med_d_sender,match_rate,max_smd_before,max_smd_after,smd_pass,u_sender_mean,u_decoy_mean,u_all_mean,lam_naive,beta_naive,se_lam_naive,se_beta_naive,lam_nuis,beta_nuis,se_lam_nuis,lam_decoy,beta_decoy,se_lam_decoy,lam_decoy_scale,beta_decoy_term,lam_decoy_nuis,beta_decoy_nuis,lam_decoyS,beta_decoyS,beta_decoyS_term,lam_decoyS_nuis,beta_decoyS_nuis,lam_naive_bin,beta_naive_bin,lam_decoy_only,beta_decoy_only,beta_true_minus_decoy,ci_lam_naive_iid_lo,ci_lam_naive_iid_hi,ci_lam_nuis_iid_lo,ci_lam_nuis_iid_hi,ci_lam_decoy_iid_lo,ci_lam_decoy_iid_hi,ci_lam_naive_blk_lo,ci_lam_naive_blk_hi,ci_lam_nuis_blk_lo,ci_lam_nuis_blk_hi,ci_lam_decoy_blk_lo,ci_lam_decoy_blk_hi,ci_beta_naive_blk_lo,ci_beta_naive_blk_hi,ci_beta_decoy_blk_lo,ci_beta_decoy_blk_hi,boot_sd_lam_naive,boot_sd_lam_nuis,boot_sd_lam_decoy,ci_lam_decoyS_blk_lo,ci_lam_decoyS_blk_hi,ci_beta_decoyS_blk_lo,ci_beta_decoyS_blk_hi,se_ratio_naive,cover_lam_naive_iid,cover_lam_nuis_iid,cover_lam_decoy_iid,cover_lam_naive_blk,cover_lam_nuis_blk,cover_lam_decoy_blk,cover_beta_naive_blk,cover_beta_decoy_blk,cover_lam_decoyS_blk,cover_beta_decoyS_blk,cover_beta_nuis_blk,bias_lam_naive,relbias_lam_naive,relbias_beta_naive,bias_lam_naive_bin,relbias_lam_naive_bin,relbias_beta_naive_bin,bias_lam_nuis,relbias_lam_nuis,relbias_beta_nuis,bias_lam_decoy,relbias_lam_decoy,relbias_beta_decoy,bias_lam_decoy_nuis,relbias_lam_decoy_nuis,relbias_beta_decoy_nuis,bias_lam_decoyS,relbias_lam_decoyS,relbias_beta_decoyS,bias_lam_decoyS_nuis,relbias_lam_decoyS_nuis,relbias_beta_decoyS_nuis,signal_retained_naive,signal_retained_decoy,signal_retained_decoy_nuis,signal_retained_decoyS,signal_retained_decoyS_nuis,signal_retained_nuis,signal_retained_subtract,decoy_cost_vs_naive,ripley50,sweep,cfg_id,rep,clustering,autocorr_len_um,conf_strength,prevalence,window_um,beta_true_cfg,ell_over_lambda,ell_ratio
11658,583,0.05000857780065191,11.664054260636487,30.0,1.0,42.37715285871519,1.0,0.7476882530094197,0.05858542222535434,1.0,1.2822730700147407,0.7204182828626222,0.29697838006443,64.52072291205226,3.316527185335592,4.316195083719579,0.0713857939038092,38.11419780711805,1.753345054371976,3.340501326933322,57.24013366993029,2.8150201276574847,4.075685050219019,73.10101002194283,1.3861946768765943,38.00396438045235,1.7551175069267575,60.52722891342261,2.8396619411799837,1.3124444702057647,38.14122651373586,1.755276855947934,64.25499016104776,3.272313694635654,86.2563849204228,2.6368046316368683,0.6355090629987856,56.06098054796189,72.98046527614264,31.56681520632874,44.661580407907365,49.25179097150101,65.22847636835957,50.004472686737316,85.72480081451401,25.251894762921122,57.81802394341046,42.14391682472943,82.25207976144536,2.906701531974598,3.739940786473104,2.4840184831175067,3.215296055993389,9.277777803331665,7.922648512220747,10.634015694314627,48.45953546124428,81.16575090567423,2.5121003567887175,3.2396980451685633,2.149526984618204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.520722912052264,1.1506907637350754,2.316527185335592,34.25499016104776,1.1418330053682586,2.272313694635654,8.114197807118053,0.2704732602372684,0.753345054371976,27.240133669930287,0.908004455664343,1.8150201276574847,8.003964380452352,0.26679881268174505,0.7551175069267575,30.52722891342261,1.017574297114087,1.8396619411799837,8.141226513735859,0.27137421712452864,0.7552768559479339,3.316527185335592,2.8150201276574847,1.7551175069267575,2.8396619411799837,1.755276855947934,1.753345054371976,0.6355090629987856,0.848785482629065,2.497425736702261,main,4,0,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11750,588,0.05004255319148936,11.666000945668236,30.0,1.0,45.82229799383665,1.0,0.7748064425159067,0.07891624561992623,1.0,1.4721676637259191,0.7577987879741013,0.28989785870480933,53.66307948978427,2.943152193836795,3.284281060567959,0.05608828638334871,25.771671256197507,1.837655482747289,2.036214292965533,43.14142696290107,2.614291271570216,2.710520390603161,104.83295090859119,1.2334031526200013,25.965545478567844,1.8332873523440747,48.07016333504673,2.6253365235260766,0.9862632625288659,26.06581192629257,1.8334965868499118,51.10487974650163,2.8870463575496754,144.09600335441684,2.659177791753889,0.22786856579578663,47.22588861107107,60.100270368497476,21.780691241985064,29.76265127040995,37.82880699731888,48.454046928483265,40.935479555633485,81.07714827489748,19.06717408090957,37.09226867376609,33.45985966860686,58.39715563972318,2.6450225895259427,3.419138732929559,2.3394558433727464,2.961735475237719,9.07171445876961,4.384489180779049,6.539047824287164,37.317651548293775,64.3360940766535,2.3369496701740657,2.990832579611543,2.7621614263429746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.663079489784273,0.7887693163261424,1.943152193836795,21.10487974650163,0.7034959915500544,1.8870463575496754,-4.228328743802493,-0.14094429146008308,0.8376554827472891,13.141426962901072,0.4380475654300357,1.6142912715702158,-4.034454521432156,-0.13448181738107187,0.8332873523440747,18.07016333504673,0.602338777834891,1.6253365235260766,-3.9341880737074284,-0.13113960245691428,0.8334965868499118,2.943152193836795,2.614291271570216,1.8332873523440747,2.6253365235260766,1.8334965868499118,1.837655482747289,0.22786856579578663,0.8882623457409912,3.780640090709441,main,4,1,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11783,589,0.049987269795468046,11.551692167769529,30.0,1.0,45.64890510634941,1.0,0.8004916425564662,0.021309590824693775,1.0,1.3905586120729176,0.7995469151056739,0.2939226563008125,67.21936058955977,3.424240537083129,3.7786702240401175,0.06304154757233071,37.81441033018724,1.8932236864933294,2.8473478503920275,52.56191746822426,2.8569303112377327,3.151460220423557,76.96462430176948,1.1617159877184509,37.74365318254813,1.8956294512999898,57.11319010300224,2.8807712107590917,1.0896502179298764,37.82630496417239,1.8933849704078685,69.51542421215609,3.463467002829163,95.8336043009825,2.7611322944194505,0.7023347084097127,59.81316695044114,74.6255542286784,32.23360854341887,43.39521211695562,46.38505543619409,58.73877950025443,53.004243083342935,88.95384428297436,30.293079765555113,52.46273513315956,42.47139090032289,64.9999502712619,3.081209655341403,3.8396672870740827,2.533172933720446,3.190069805144983,9.388406849979178,5.789013591146987,5.905663263598836,46.94849016977507,72.41500771339021,2.571719447037403,3.2236476208617564,2.4845795725304614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21936058955977,1.2406453529853256,2.424240537083129,39.51542421215609,1.3171808070718698,2.463467002829163,7.814410330187243,0.2604803443395748,0.8932236864933294,22.56191746822426,0.7520639156074753,1.8569303112377327,7.74365318254813,0.2581217727516043,0.8956294512999898,27.11319010300224,0.9037730034334079,1.8807712107590917,7.826304964172387,0.2608768321390796,0.8933849704078685,3.424240537083129,2.8569303112377327,1.8956294512999898,2.8807712107590917,1.8933849704078685,1.8932236864933294,0.7023347084097127,0.8343252409690097,2.9898987720155543,main,4,2,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11806,590,0.04997458919193631,11.655621202121306,30.0,1.0,44.33501659861555,1.0,0.862358166930474,0.04359940182693959,1.0,1.348035386493348,0.7712148067197779,0.3003870386446945,61.141302940065245,3.180091230042726,3.5323778783718294,0.059052825599039065,32.90475408761009,1.8235885622198624,2.544227233006208,49.33589192596797,2.689414812335046,3.041514461295473,85.31525753407561,1.2149390959761484,32.641441580972334,1.8404557272367046,55.698042064061035,2.727596001076013,1.0804999513938545,32.81974069204661,1.8406327661485775,63.450156429948684,3.243040025497609,115.04741193012516,2.8414108464218435,0.40162917907576556,54.21784229845646,68.06476358167403,27.918068710917918,37.89143946430225,43.374523581828846,55.297260270107095,48.696338113908915,80.30791119375326,25.61348427207799,44.56599131436436,38.511941421893354,64.88870420630636,2.7957557478051536,3.6430327264744133,2.392706660290342,3.065627037593351,7.991369377811359,4.933308536353431,6.967534762192907,46.14911067326781,69.39064670904745,2.416270851298518,3.1155786241993013,2.262320072476165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.141302940065245,1.0380434313355082,2.180091230042726,33.450156429948684,1.115005214331623,2.243040025497609,2.904754087610087,0.09682513625366956,0.8235885622198624,19.33589192596797,0.6445297308655991,1.689414812335046,2.6414415809723337,0.0880480526990778,0.8404557272367046,25.698042064061035,0.8566014021353678,1.7275960010760132,2.819740692046608,0.0939913564015536,0.8406327661485775,3.180091230042726,2.689414812335046,1.8404557272367046,2.727596001076013,1.8406327661485775,1.8235885622198624,0.40162917907576556,0.8457036662746661,3.2262851142555977,main,4,3,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11696,585,0.050017099863201096,11.67195185210721,30.0,1.0,42.561223912083875,0.9965811965811966,0.75778893607716,0.03217041800187637,1.0,1.266900509927924,0.7386381073684061,0.308090572334583,68.26647358301658,3.361412918785299,4.648557406170573,0.07689984162966527,30.692969664924757,1.6403703456996415,2.8271729023197185,50.408654735288415,2.7016273772180424,3.5002777709655195,399.9999999999999,4.484932998420971,29.340668921882923,1.6701674451906454,66.81576275037663,2.8386674740593913,1.4104565907897335,31.154193412782483,1.644572590246546,66.69567570586833,3.2788020613638795,399.9999999999999,7.811514477149099,-4.53271241578522,59.155301066922256,77.3776460991109,25.15171077637811,36.234228553471404,43.548110304196,57.26919916638083,51.96908486125789,109.54117438606904,20.891083929758455,44.06894905496673,39.26008726703155,69.24046153909494,3.000250027667636,4.1593264812026165,2.411638861553904,3.1155582633850964,15.177283518889773,6.330089286050641,7.755616639741621,51.375998345001044,96.6520385355234,2.5247487060768163,3.3104300343522306,3.2649448404666774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26647358301658,1.275549119433886,2.361412918785299,36.695675705868325,1.223189190195611,2.2788020613638795,0.6929696649247568,0.023098988830825225,0.6403703456996415,20.408654735288415,0.6802884911762805,1.7016273772180424,-0.6593310781170771,-0.021977702603902572,0.6701674451906454,36.815762750376635,1.2271920916792212,1.8386674740593913,1.154193412782483,0.0384731137594161,0.644572590246546,3.361412918785299,2.7016273772180424,1.6701674451906454,2.8386674740593913,1.644572590246546,1.6403703456996415,-4.53271241578522,0.8037177944191156,2.5852986086860064,main,4,4,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11870,594,0.05004212299915754,11.691245685801093,30.0,1.0,42.571964210908924,1.0,0.658506409348844,0.06552582869682343,1.0,1.251808971802364,0.712980178857543,0.29522935912222686,54.272742610341034,2.9705181717164213,2.901122654245888,0.05461699596329538,20.39333339356286,1.679014955294353,1.8828919459355364,43.38478874154188,2.5318374872828224,2.5815105292782023,53.66816181034961,1.2382007209242338,21.4641324741872,1.6380632720955957,45.91344259662269,2.53632018517103,1.2118346480593543,20.34499954134157,1.6791072451353792,53.16319200075512,3.015747849603019,82.65507646339871,2.6530109827851707,0.3627368668178481,48.5865422080191,59.95894301266297,16.70286517952921,24.08380160759651,38.32502810415661,48.44454937892716,42.73575111513348,73.09476002407405,15.277355654767165,27.74328817681618,33.0164935535362,62.62784182470332,2.6744550163936878,3.342259427283085,2.232647279146255,2.8978422715078427,8.57965630450011,3.193619640682208,7.837698567383543,37.313743157878335,62.799660251430815,2.235627197243399,2.896548155960473,2.9573573154321835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.272742610341034,0.8090914203447012,1.9705181717164213,23.163192000755117,0.7721064000251706,2.015747849603019,-9.606666606437141,-0.32022222021457136,0.679014955294353,13.384788741541882,0.44615962471806275,1.5318374872828224,-8.535867525812801,-0.28452891752709336,0.6380632720955957,15.913442596622687,0.5304480865540896,1.53632018517103,-9.655000458658431,-0.32183334862194773,0.6791072451353792,2.9705181717164213,2.5318374872828224,1.6380632720955957,2.53632018517103,1.6791072451353792,1.679014955294353,0.3627368668178481,0.8523218310493886,2.438304999885135,main,4,5,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11751,588,0.050038294613224406,11.710424477355923,30.0,1.0,43.81469343899471,1.0,0.7312544429487262,0.09733460796260689,1.0,1.2756416649523952,0.7183793056625839,0.28830113752235376,56.15585776409542,3.090378659857574,3.4363568716931083,0.0576843068394277,29.990131940589375,1.9696068225147367,2.2604877360494573,50.40796449000087,2.7900355122302183,3.204056801714533,50.97402696302673,0.8483950095489545,29.913643338837737,1.9694002886377295,50.60953647058378,2.7900355122302183,0.8483950095489545,29.857811390735975,1.9689271289620414,55.86487353246859,3.1256413518704873,80.96679445312202,2.126354203495183,0.9992871483753043,49.42059829557693,62.891117232613915,25.55957597793244,34.42068790324631,44.128013158640385,56.68791582136136,45.877812213852444,75.4890620166965,24.36907269140812,39.99198491647237,41.37707676053187,67.72434478823227,2.809336158061252,3.451650440019897,2.5381506298498437,3.128331237626483,7.810181864631963,4.22350239455534,7.00826166559757,42.06159781004837,68.44596972895339,2.5300987925133778,3.13135114487806,2.2728087204702496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.155857764095423,0.8718619254698474,2.090378659857574,25.864873532468593,0.8621624510822864,2.1256413518704873,-0.009868059410624852,-0.00032893531368749507,0.9696068225147367,20.40796449000087,0.6802654830000291,1.7900355122302183,-0.08635666116226304,-0.002878555372075435,0.9694002886377295,20.609536470583777,0.6869845490194593,1.7900355122302183,-0.142188609264025,-0.004739620308800833,0.9689271289620414,3.090378659857574,2.7900355122302183,1.9694002886377295,2.7900355122302183,1.9689271289620414,1.9696068225147367,0.9992871483753043,0.9028134799373752,2.944473188277025,main,4,6,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11704,585,0.04998291182501709,11.612061220378314,30.0,1.0,44.82697607858168,1.0,0.7673284721798317,0.12001535324679051,0.0,1.386390187106947,0.7873336376327069,0.2970447760647682,62.579262608275116,2.8416530200398586,3.8704962151026963,0.0571641984315064,26.574560447325776,1.7277022352929288,2.174339533588609,49.29257672152135,2.391856517465306,3.25967634172191,158.28509462236286,1.5903239288704885,25.581322271281476,1.719028002379472,58.4135283721325,2.437170715560903,1.0429045647886432,26.515820329894918,1.721077118419767,59.86323392818814,2.8095330515019543,187.43096567935905,3.418438855828337,-0.6089058043263829,54.99309002667383,70.1654351898764,22.312854961492103,30.83626593315945,42.903611091746406,55.681542351296294,42.41254039048888,91.33439884202083,19.30898250411056,40.46958836698285,32.368697500414505,73.75370811487001,2.4922490344920516,3.312196172264008,2.134974735874959,2.7499020076449514,12.270086071539636,5.489564400384781,10.625557673288627,41.62236926556255,79.98720626258168,2.11154624893802,2.8128525031208262,3.1701583956242345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.579262608275116,1.0859754202758372,1.8416530200398586,29.863233928188137,0.9954411309396046,1.8095330515019543,-3.4254395526742236,-0.11418131842247412,0.7277022352929288,19.29257672152135,0.6430858907173783,1.391856517465306,-4.418677728718524,-0.14728925762395081,0.719028002379472,28.413528372132497,0.9471176124044166,1.437170715560903,-3.484179670105082,-0.11613932233683606,0.7210771184197671,2.8416530200398586,2.391856517465306,1.719028002379472,2.437170715560903,1.721077118419767,1.7277022352929288,-0.6089058043263829,0.8417130805898873,3.139949347551729,main,4,7,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11796,590,0.05001695489996609,11.687052021805577,30.0,1.0,44.05840063963823,1.0,0.7295568900591561,0.0509524338743613,1.0,1.4276566331141223,0.7399937529491197,0.28549648151521456,51.76388687848616,2.789796265900225,3.240969549606879,0.05569247635349505,24.533896028239255,1.834226891151855,1.9863585916682194,48.49422073137726,2.555758209265847,3.203955432402163,43.67627741608475,0.7344517991512824,25.16929955398494,1.8387324557519118,48.014525105564886,2.5523407189038974,0.7354011787590132,24.987109675055454,1.8333786579347233,53.51599867125362,2.8032990666831026,83.19550268490602,1.8340303251617047,0.9692687415213979,45.41158656125668,58.116187195715646,20.640633188569545,28.427158867908965,42.21446808386902,54.7739733788855,42.02473913203121,67.17371419962512,18.79179702158024,33.31800037539871,38.32661726495341,63.223790696030925,2.484900649856425,3.131959065959109,2.259331043424549,2.840965216270703,6.565363639083135,3.802993484015389,6.6992240993070284,39.178862049415294,60.983450865640904,2.2691800277578653,2.847253073630003,2.0257406120583568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.76388687848616,0.7254628959495387,1.789796265900225,23.51599867125362,0.7838666223751206,1.8032990666831026,-5.466103971760745,-0.18220346572535817,0.8342268911518551,18.49422073137726,0.616474024379242,1.5557582092658468,-4.8307004460150615,-0.16102334820050204,0.8387324557519118,18.014525105564886,0.6004841701854962,1.5523407189038974,-5.0128903249445464,-0.16709634416481822,0.8333786579347233,2.789796265900225,2.555758209265847,1.8387324557519118,2.5523407189038974,1.8333786579347233,1.834226891151855,0.9692687415213979,0.9161092659363577,3.4673604076114524,main,4,8,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11806,590,0.04997458919193631,11.631201482448617,30.0,1.0,42.15439237497288,1.0,0.6478554271484721,0.045675401720156945,1.0,1.169918175726071,0.7028410422821427,0.3012238323401584,55.84278712360914,2.9412946462099367,3.8756858325948316,0.06323138170487713,22.97346005363108,1.759065814717804,1.9865719088311298,46.67478046578954,2.5892931339236283,3.2919726240259504,110.373696323808,1.3628095102741105,23.016346980406762,1.7523983760027866,54.96033192603288,2.6238025611845415,1.0732094973989872,22.94502941139321,1.7580433823335502,55.28274859303035,2.967744906012475,105.24050418891233,2.309531922558308,0.6582129834541668,48.24644289172327,63.439131355495014,19.079779112322065,26.867140994940094,40.222514122698676,53.1270468088804,42.021943573144426,74.59583653418925,17.934294888241652,31.337986699870793,34.50545126260359,66.81115150758009,2.613990434474918,3.325819450806881,2.273569273212008,3.003139218339518,8.869672442142734,3.3957561321263396,7.995741618868074,43.79408220591162,77.84531765540316,2.300299184367667,3.032449445488319,2.2885426799943565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.842787123609142,0.8614262374536381,1.9412946462099367,25.282748593030348,0.8427582864343449,1.967744906012475,-7.026539946368921,-0.23421799821229736,0.759065814717804,16.67478046578954,0.5558260155263179,1.5892931339236283,-6.983653019593238,-0.23278843398644125,0.7523983760027866,24.96033192603288,0.8320110642010959,1.6238025611845415,-7.054970588606789,-0.23516568628689297,0.7580433823335502,2.9412946462099367,2.5892931339236283,1.7523983760027866,2.6238025611845415,1.7580433823335502,1.759065814717804,0.6582129834541668,0.8803242943579668,2.275553554508341,main,4,9,0.0,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
