section,call,null,draw,displacement_um,frac_cells_retained
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,0,1002.4678625531099,0.6824655137107434
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,1,1084.0650757971905,0.5512966100117281
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,2,540.5814028560704,0.7977549006832102
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,3,1447.3852252860306,0.6619692090027366
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,4,628.1653145012808,0.8119496621181377
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,5,1371.4851069010645,0.49513189493084125
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,6,1345.369247542244,0.6412029711264591
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,7,1683.9233855940793,0.3664854701491148
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,8,1735.205352414329,0.6360928570098852
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,9,968.4071984578736,0.6746002196697507
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,10,522.9619909515451,0.8239198019249028
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,11,1273.8830511060996,0.47926168624457804
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,12,1645.2095945194994,0.6604985386376753
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,13,773.6853997641838,0.7371781745071393
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,14,1609.5397477977642,0.3988029860193235
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,15,932.7040026131091,0.6228009754826219
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,16,1083.9499312812513,0.7418973509317348
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,17,1057.9840964244988,0.7847701844853584
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,18,1514.6197236283574,0.4829476701975166
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,19,1595.7052368778502,0.4678779529757805
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,20,1318.4142244514887,0.7089282722415623
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,21,429.37001386325306,0.8587877208332557
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,22,817.3111047112884,0.840683582478545
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,23,1147.0741184105104,0.5841912243796191
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,24,1272.2770259777192,0.718161848204479
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,25,1334.5388833777959,0.6783792840255413
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,26,549.2989807688292,0.7810376603309939
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,27,717.3270468999029,0.7184131652921794
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,28,1608.536267350347,0.42302250684140963
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,29,218.3797305630088,0.911452612766908
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,30,1623.908182989725,0.4094700001861608
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,31,1539.465151687338,0.425247128469572
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,32,835.7495648877583,0.7471005454511607
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,33,577.8080665250702,0.7908855669527338
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,34,895.789725762804,0.6608987843699388
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,35,1373.3311029706979,0.5301487424837574
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,36,1047.1544169326035,0.6489565686840293
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,37,1678.443016840412,0.3304354301245416
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,38,412.35677284354483,0.8665692425116815
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,39,1736.7642222332186,0.33168270752275814
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,40,455.5263593451151,0.8912169331868869
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,41,1279.5254006512982,0.5175828880987396
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,42,1451.4943779145726,0.6452705847310907
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,43,1150.7564386522413,0.776067166818698
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,44,1500.0843350991884,0.6780721186961297
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,45,858.1285645180809,0.8026136977120837
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,46,1584.7252405713357,0.4621628162406687
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,47,1085.2170400474138,0.6065770612655211
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,48,814.4178886002213,0.6896513208109165
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,49,1651.0853368347455,0.3863115959565873
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,50,183.0229116008026,0.9257311465644024
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,51,829.2665828895086,0.6813206247556639
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,52,72.8332979378343,0.9728577545283617
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,53,1519.6821741474507,0.4548746206973584
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,54,1463.1167919119664,0.7302436844946665
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,55,1706.9579091499563,0.3658618314500065
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,56,1668.5005960012404,0.5296181841875012
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,57,1336.7525579198948,0.5808496379172329
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,58,1461.918989948849,0.693383844965281
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,59,1313.549063573622,0.5587337341996016
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,60,1647.4332285920293,0.6939981756241042
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,61,506.04616982738486,0.8136902656514697
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,62,1060.9855347624907,0.6031144702794273
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,63,1390.429336938976,0.43397807025708807
7259_liver_sbr_Male_26-U1,tierA_p95,N3_var,64,1673.2739578777775,0.5191280227860826
