downstream_arrest	0	Tdgf1,Gli2,Angpt4,Steap1,Ccl8,Bmp7,Gata5,Cap2,Efna2,Aldh1a2,Pdcd1lg2,Bcl11b,Pdlim1,Kdf1,Rfx4,Prmt1,Pax5,Dnm1,Adgrg2,Ppp2r2b,Bbs5,Crybb3,Tff2,Gabrq,Celsr2,Ccr7,Src,Fcmr,Tyro3,Vstm5,Sphk1,Vangl2,Cx3cr1,Epb41l4a,Klc3,Atl1,Gata3,Syt9,Tgif2,Scimp,Gla,Nrg1,Ect2,Ksr2,Cd248,Stat4,Gfra2,Runx3,Shld1,Lpin3,Zbp1,Mafk,Ogg1,Miga1,Tigar,Fbln2,Btk,Saysd1,Plaur,Faap100,Ocln,Spry4,Slc2a1,Kirrel,Grk3,Itgam,Ackr1,Inpp5e,Dgcr8,Brwd3,Tead3,Nipsnap2,Eln,Nrf1,Ift88,Pim2,Sorl1,Slc11a2,Col1a1,Grk5,Daam2,Cadm3,Ube2d1,Rsad1,Cep164,Bcl2l12,Cd37,Wtip,Mettl3,Ddx19b,Dctn3,Cbfb,Kitl,Fgfr1op,Pxn,Mtrex,Tagln,P2rx7,Fbxl12,Epc2,Rnf2,Sox9,Efnb2,Smad5,Nr3c2,Gart,Pde7b,Actl6a,Dot1l,Ap1s1,Gfpt1,Tceal9,Cnot8,Pja1,Vps25,Polr2j,Nf2,Folr2,Rab24,Snap29,Timm50,Mtif2,Med14,Etv3,She,Maf1,Kmt5b,Arhgef11,Atf6b,Akap9,Klf11,Copg1,Gja4,Taf4,Gab1,Psmd6,Trim65,Atf1,Vps54,Tcf12,Ilkap,Actn1,Dab2,Nf1,Lrp5,Prpf19,Rhod,Usp7,Calu,Smarcd2,Prodh,Ppp4r3a,Stub1,Lin7c,Ets2,Dtnbp1,Flna,Cd163,Map4k4,Dpy30,Pde3b,Itsn2,March2,Ptgs1,Hsd17b7,Uri1,Zbtb16,Cyp3a13,Eva1a,Hnrnph1,Sorbs1,Fh1,Capn2,Hal,Sntb1,Tnfrsf1a,Zfp106,Rab6a,Sdcbp,Hspa5,Fcgrt,G6pc,Rsrp1,Mprip,Ephx2,Rgs5,Agpat3,Pklr,Nr1h3,Txnip
downstream_arrest	1	Gcnt3,Gfra3,Pax8,Esr2,Foxi1,Mzb1,Gen1,Cftr,Cxcr5,Sost,Sidt1,Fzd2,Wnt6,Cgas,Epb42,Foxj1,Omp,Kif20a,Jag2,Gpr183,Bglap2,Bbs5,Fhl2,Hey2,Trpc1,Sp5,Cenpu,Cdh3,Car7,Kcnj2,Pcdh11x,Kcns3,Serpini1,Etv1,Knstrn,Slc18a2,Def6,Atp6v0d2,Sass6,Nos1ap,Gmds,Srrm4,Rita1,Lig4,Ofd1,Mpp2,Itpr3,Mmp12,H2-DMb2,Chrd,Nr4a1,Frk,Ripk3,Ssbp2,Erbb4,Fbln2,Erc2,Pik3cg,Usp54,Cln3,Setbp1,Dffb,Ctnnal1,Csf2rb2,Tlr5,Ackr1,Amy2a5,Med24,Rgmb,Nfkbie,Idua,Plau,Cep104,Limk2,Sema4d,Vhl,Cd37,Snai2,D1Ertd622e,Sucnr1,Prkcq,Gyg,Tdg,Selenon,Etv5,Bcl2l12,Gbp3,Fcgr1,Med6,Cxcl9,Pygb,Kif21b,Sirt1,Arhgef6,Cdkn1c,Spsb1,Igf1r,Rnf2,Rnf144a,Myo1d,Trim7,Col4a3bp,Nhsl1,H2afx,Cdk6,Gfpt1,Psmd11,Ckb,Pou6f1,Egln3,Hat1,Efemp1,Wwtr1,Fubp1,Klb,Parvb,Csnk1e,Rab11fip1,Cux1,Hjv,Hsf2,Tbck,Traf2,Rai14,Nde1,Tor2a,Mecp2,Cetn3,Camk1d,Impact,Abca7,Spi1,Scrib,Tshz1,Plod3,Jak2,Smad2,Sharpin,Onecut1,Hsf1,Supt6,Zfhx3,Nfatc3,Cgn,Map3k7,Crebbp,Cxxc5,Myo6,Fbxl20,Ep300,Mapk3,Ext1,Rab32,Dpp9,Cpsf6,Dhfr,Pecam1,Plod1,Hgf,Ldlr,Ap1b1,Nr1h4,Lpp,Dtnbp1,Adgre5,Lrat,Flt4,Zfp106,Ap2a2,Vegfa,Mttp,Srrm1,Pdcd4,Ubr5,Fh1,Myo1c,Rnf14,Psen2,Gckr,Ctnnb1,Serpina3n,Abcd3,Paip1,Glyat,Lyz2,Pzp,Sardh,Lamp2,C3,G6pc
downstream_arrest	2	Cntnap4,Pax2,Bhlhe22,Rasgrf1,Egr2,Aif1l,Foxc2,Msx1,Ptges,Disc1,Il7,Epha4,Medag,Vtcn1,Slc30a3,Col4a3,Tnfrsf4,Crybb3,Trpm6,Tubb1,Ncaph,Gpr183,Cyren,Rfx2,Gnrh1,Efnb3,Itgae,Ms4a1,Dnm1,Cx3cl1,Cdca5,Bbs5,Itga6,Fmo4,Angptl8,Mboat1,Ddc,Scimp,Il13ra2,Kremen1,Il18rap,Tab1,Cldn14,Cd2,Syp,Casz1,Col23a1,Runx3,Srrm4,Adcy3,Amer1,Gpm6a,Cd200,Tigar,Cldn7,Myb,Icosl,Loxl4,Epha3,Prune1,Mecom,Grk3,Polr3e,Jam3,Gtf2e2,Lancl2,Twnk,Ly75,Phf6,Cish,Rarb,Chrna2,Ints11,Ada,Rab27a,Dsg1b,Cib2,Rif1,Fbln1,Tcaf1,Fmod,Pfkp,Inpp4b,Foxq1,Gnai1,Nfya,Gba2,Trim33,Ncf4,E2f5,Lrig1,Arhgef6,Fcgr1,Camsap1,Tcf7,Ly86,Drosha,Sox5,Sox4,Rhoj,Ccar2,Vav1,Kpna2,Gart,Synj2bp,Stxbp1,Terf2,Atp7a,Egln3,Cblc,Ggps1,Parp1,Clec9a,Sap18,Ptpra,Foxa1,Ifi204,Atf2,Fgf21,Parvb,Cmklr1,Ptk2b,Crlf2,Zfp281,Grb2,Pcmtd2,Dnm1l,Copg1,Men1,Hes1,Chmp3,Ccn1,Smim7,Creb1,Supt20,Gata4,Gramd1a,Kdm5c,Zfhx3,Pfkl,Smpd1,Fcgr3,Chtop,Inpp5b,Cdk9,Hmox1,Apc,Per2,Lsm14a,Ankrd13a,Ppif,Samhd1,Kdm6b,Trpm7,Stk11,Sp3,Abcc6,Egln2,Smarcc2,Abi1,Spp1,Lpp,Ctnna1,Itga1,Stat3,Rbp1,Ldb1,Sirt2,Sept2,Erp44,Rab5a,Mbl1,Slc9a3r1,Cab39l,Tgm2,Mttp,Ctnnd1,Mbnl1,Skp1a,Mettl7b,Cfb,Kif1c,Agt,Ptp4a1,C4b,Sf1,Igf1,Nedd4,Maf,Hamp
downstream_arrest	3	Pgc,Il23a,Samd11,Rsph10b,Fbxl16,Col7a1,Sgo1,Tfap2a,Nkx3-1,Prok1,Sost,Prkcg,Smpd3,Vtcn1,Ifnlr1,Rspo1,Rtn2,Loxl1,Chil1,Padi4,Mmp13,Hr,Car7,Inha,Gria3,Padi2,Aldh1a3,Ms4a7,Sncg,Msln,Anks6,Pls1,Prdm1,Mrnip,Gabrb3,Mdk,Irf4,Knstrn,Tbx6,Cd300lb,Klc3,Syn3,Acss1,Il18rap,Chrna4,Cxcl1,Chrd,Spink1,Themis,Tgif2,Stx1a,Sfrp1,Cd3g,Itgb8,Fzd6,Lpar2,Trib3,Cd80,Anapc15,Spry4,Adra1a,Polk,Abcb8,Gtf2e1,Cers6,Fign,Htra2,Lacc1,Lamtor3,Slc11a2,Hist1h4h,Pld2,Zc3hc1,Tecpr2,Erg,Eya3,S1pr3,Setdb1,Bcl2l12,Sorl1,Gar1,Daxx,Disp2,Rnf20,L3hypdh,Diablo,Rsad1,Kdm4b,Appl1,Tmem98,Ednra,Col5a1,Tcf7,Tet2,Dock7,Nr2f1,Pycrl,Pias1,Camk2d,Trim7,Eps15l1,Cd48,Fbxo33,Pisd,Polr2b,Crtc2,H2afx,Apip,Fas,Wwtr1,Ufl1,Cfap36,Nck1,Folr2,Ptk2b,Il1a,Tead1,Hnrnpdl,Smarcb1,Ftsj1,Irak2,Clock,Baz1a,Pik3c3,Vamp3,Spi1,Fbxw11,Nfil3,Ccn1,Nfkbib,Jag1,Brpf1,Igf2r,Mapt,Agl,Atf1,Fbxo21,Sox18,Nipbl,Syne1,Brpf3,Ppfibp1,Kdm5b,Taf15,Pip5k1c,Ubtf,Rbck1,Ephb4,Bcl2l1,Dapk1,Nfkb1,Scarb1,Sec23a,Ap2b1,Dlg1,Atg13,Ulk1,Itgb5,Abcg8,Arhgef1,Dusp1,Nox4,Lima1,Emc1,Adgre5,Plod1,Litaf,Kif1b,Bhlhe40,Erp44,Emc6,Il1rap,Efna1,Sfxn1,Zfp106,Cops2,Nfia,Sirt2,Insr,Lgals9,Apob,Cps1,P4hb,Lamp1,Hamp,C4b,Rsrp1,Pigr,Pah,Acox1
downstream_arrest	4	Tenm1,Cxcr1,Gpr84,Cenps,Ror2,Mag,Col7a1,Slc1a3,Bcl11b,Galnt17,Barx1,Smarca1,Il7,Fzd3,Kcnab3,Spink8,Dpysl4,Plxna3,F13a1,Prmt1,Cacna1s,Adgrf1,Ackr3,Mitf,Trpm6,Cd209b,Gnrh1,Hkdc1,Vstm5,Cd247,Gdf15,Ramp3,Btc,Zswim5,Epb41l4a,Flt3,Ticam1,Klrc1,Il21r,Fst,Angpt2,Sptb,Cd3eap,Spn,Mmp12,Mmd2,Col4a5,Ank1,Peg10,Syp,Mapk11,Actg2,Rec8,Pde10a,Smyd3,Cd34,Fv1,Nlrc4,Cd33,Adrb2,Bmp4,Tppp,Egr1,Naaa,Nr6a1,Eif2ak4,Hps6,Kdm1a,Exosc9,Inpp1,Dsg1b,Neo1,Abracl,Sema6c,Gnai1,Fmod,Piezo1,Rcn2,Zap70,Bloc1s5,Epha7,Dlg3,Rnaseh2b,Csf2rb,Gata2,Smn1,Isg20,Epb41l1,Nlk,Ctnnbip1,Ptpn6,Map2k5,Cd300a,Mettl3,Spopl,Lama5,Cnp,Ccar2,Adar,Cbx7,Arhgap17,Nuak2,Sun1,Sgpl1,Tepsin,Kdm1b,Slc4a1,Tfeb,Ndufa12,Bcl7a,Rab11a,Gata6,Inpp5d,Dgat1,Celsr1,Rcan1,Supt16,Wdr59,Cbl,Rai14,Sap18,Nf2,Ric8b,Set,Tshz1,Jag1,Cryab,Pcmtd2,Dock8,Brpf1,Ptprf,Hdac5,Lama4,Fli1,Mapt,Rheb,Pdxk,Pfkl,Kmt2a,Slc12a7,Zfhx3,Atg7,Tjp1,Lyn,Sumo3,Smtn,Utrn,Rab21,Pi4ka,Sept4,Gja1,Man2b2,Lin7c,Slc20a2,Srebf2,Srsf4,Ncor2,Ggnbp2,Isca1,Tpcn1,Irak1,Dio1,Cdc42ep4,Plxnc1,Mfn2,Nr1d1,Rpn1,Sfxn1,Saa1,Dctn2,Wapl,Gpam,Etnppl,Map2k2,Mst1,B4galnt1,Rbbp4,Ak4,Erbin,Iqgap2,Il6st,Cat,Mfsd2a,Hnf4a,Csde1,Nrn1,Lsr,Hspa5,Glul,Sdhb
downstream_arrest	5	Cntnap5b,Ctnna3,Eomes,Samd11,Il12b,Tubg2,Pomc,Meiob,Cdh6,Clic6,Fam83d,Gria1,Epb42,Cux2,Cd5,Jchain,Chil1,Eda,Slc2a4,Lpar5,Sema3b,Tet1,Gabrq,Src,Slit1,Tubb1,Pianp,Ccl17,Wnt9a,Dpysl4,Ager,Was,Tas1r3,Ddc,Cacna2d1,Kif3a,Tbx21,Ccr2,Syt9,Kremen1,Cxcr6,Thpo,Samd14,Tlr9,Atp6v0d2,Wnt5a,Mrnip,Adamts6,Kcnab2,Fasl,Il7r,Mrm3,Synpo2,Nlrp3,Bloc1s6,Rab27b,Mapk11,Olig1,Cnot11,Tiam1,Ift122,Klhl22,Spry4,Ap3m2,Pdgfa,Bmf,Dip2a,Arl13b,Meis3,D1Ertd622e,Setdb1,Ren1,Il2rg,Rif1,Acvr1b,Dlg4,Gar1,Nipsnap2,Gnai1,Mycl,Fbln1,Smn1,Tecpr2,Coprs,Plxna1,Etv5,Limk1,Cxcl13,Zbtb4,Cyp17a1,Kitl,Mtx1,Kif21b,Foxj2,Mest,Col6a1,Ezh1,Enpp6,Il34,Dxo,Rhoj,Rad51b,Ncoa1,Tceal9,Fbxo33,Ggps1,Bcl7a,Foxa2,Rsbn1,Apaf1,Fbxl19,Pou6f1,Jarid2,Pja1,Tbk1,Sf3b6,Gabbr1,Zfp281,Mms19,Spry1,Kcnn2,Itgb2,Slco3a1,Dglucy,Cltb,Gsdmd,Crbn,Ndufv2,Chmp3,Mybbp1a,Apmap,Dnm1l,Med1,Ptprc,Dsp,Foxp4,Pfkfb1,Sidt2,Ankrd11,Inpp5b,Eif2ak3,Ambra1,Gtf2a1,Fbxo21,Zeb1,Ptpa,Plk2,Myo10,Man2b2,Cttn,Rab8a,Erbb3,Ep300,Abcf1,Apba3,Pon3,Sept9,Ecpas,Tnks2,Adgre5,Tpcn1,F8,Il6ra,Prox1,Atp6v1a,Baiap2,Prkd3,Dpp4,Efna1,Pnpla2,Dbp,Zfp106,Myh9,Ctnnd1,Vegfa,Mttp,Pkp4,Nfia,Gys2,Hspa9,Prkar1a,Eif4g1,Ptp4a1,Lifr,Ctnnb1,Vwa8,Hamp,Paip1,Fn1,Cp
downstream_arrest	6	Gfi1b,Chrna7,Grik3,Tubb3,Edar,Spock3,Itga2,Bcl11b,Carns1,Aif1l,Itga11,En2,Mmp25,Mag,Cap2,Gria3,Gzma,Cacna1a,Rspo1,Adrb3,Kiss1r,Cnn1,Elf3,Cacna1s,Ackr3,Msln,Dct,Sncg,Nr4a3,Bbs1,Alox5,Serpine1,Hkdc1,F3,Sdk2,Plagl1,Brip1,Tmem119,Panx1,Cacna2d1,Kcnj10,Scimp,Gdpd1,Kif3a,Cd22,Wnt5b,Hikeshi,Grid1,Gfap,Nefh,Prickle3,Ddr1,Cldn7,Mturn,Cd3e,Miga1,Cntnap1,Gprc5b,Icos,Tlr5,Adrb1,Runx1,Csf2rb2,Fzd8,Kat6b,Sirt4,Gpc6,Maoa,Fancl,Dusp11,Slc11a2,Ube2d1,Tead3,Rab27a,Rad9a,Pim2,Zmynd19,Id4,Ipo9,Epor,Vav2,Pcif1,Thbd,Nrf1,Mus81,Fmod,Trp53bp1,Tmem98,Mapk8ip1,Cdkn1c,Frrs1,Agpat4,Dlg5,Pmm2,Golga2,Psmd5,Gas1,Gfpt1,Smarce1,Rb1cc1,Fbxo11,Osgep,Egln1,Rap1gap,Pik3cb,Homer1,P2rx7,Cry1,Parp1,Dctn4,Srf,Elmo1,Pcsk9,Jade2,Kcnn2,Gabbr2,Sh3bp1,Il1a,Otud7b,Atg16l1,Cxxc1,Cbl,Rnf19a,Slc22a18,Wiz,Jmjd6,Nfil3,Mcu,Tshz2,Lpl,Rangap1,Pitrm1,Arhgef11,Crbn,Bmp6,Nsun2,Ilkap,Hsf1,Stim2,Sema3f,Abca8b,Arhgap31,Prkab1,Borcs8,Apc,Nid1,Lats1,Smarcd2,Gphn,Cadm1,Ndel1,Samhd1,Dpm1,Hes6,Agtr1a,Ube3a,Myo1e,Msn,F8,Brd4,Dpy30,Fkbp5,Creg1,Lrpprc,Smurf2,Rock2,Gtf2i,Lect2,Capn2,Cpd,Cxcl16,Eva1a,Sec61a1,Myo18a,C2,Reln,Fh1,Atg3,Cops2,Fah,Fcgrt,Apoa1,Lpin2,Cd5l,Cyp3a11,Gfra1,Fcgr2b,Cyp1a2,Pigr,Gcgr
downstream_arrest	7	Fstl5,Kl,Map6,Prl8a6,Fndc5,Syngr3,Gdpd2,Ffar2,Tceal5,Sost,Tnfrsf13c,Dtl,Cldn10,Barx1,Actn2,Gtse1,Itgax,Sgcd,Hmga2,Xist,Ntrk2,Il18r1,Misp,Inha,Tubb1,Foxj1,Cdcp1,Slit1,Prmt1,Cdca5,Kcns3,Efnb3,Mrgprf,Wfdc18,Tdrkh,Prkn,Rita1,Cdk5r1,Grhl3,Ptpn22,Pkia,Syn3,Ltb4r1,Slc52a3,Cited4,Sema3a,Sdk2,Lgr5,Etv1,Kremen1,Tigar,Dpf3,Tlr8,Igf2,Orai1,Gsta1,Tnfsf13b,Trib3,Pknox2,Tent5c,Cers6,Snai1,Htra2,Atm,Mettl14,Ogn,Riox1,Epm2a,P2ry2,Nipsnap2,Mpi,Csf2rb,Gnai1,Hist1h4h,Rph3al,Ercc6,Ublcp1,Ggnbp1,Diablo,Trpm2,Coa7,Praf2,Rcn2,Epb41l2,Zfp503,Pithd1,Disp2,Cd93,Maip1,Nsf,Med12,Snx4,Klc2,Utp25,Robo1,Agpat4,Wwox,Col6a2,Rab3gap2,Fbxl19,Ctbp2,Prmt3,Cybc1,Gas1,Il34,Chic2,Pgpep1,Fbxo11,Washc3,Actl6a,Homer1,Dxo,Ifngr2,Set,Polr2j,Epha1,Sh3bp2,Fubp1,Efcab14,Cbl,Vps26b,Ptpra,Tnfsf13,Kdm4a,Rangap1,Kmt5b,Ifnar1,Med21,Pitrm1,Il17rc,Stra6l,Clcn4,Adamts9,Klf12,Rptor,Strn,Setd5,Vps54,Tet3,Psmc2,Ccnd2,Col4a1,Plcg1,Nsun2,Kmt2b,Emilin1,Fbxo31,Trim27,Myo6,Zeb1,Alkbh5,Arhgef7,Atraid,Ap3b1,Ets2,Cpeb4,Smurf2,Adamts1,Prox1,Tnpo1,Slc16a2,March5,Prkaa2,Mmut,Fkbp5,Tnks2,Cs,Sntb1,Nadk2,Gckr,Selenof,Cyp2a5,Wapl,Mbd3,Sptan1,Eva1a,Sh3bp5,Srrm1,Aldh9a1,Egfr,Sdha,Amfr,Cd47,Hyou1,Cd36,Nfe2l1,Nbr1,Hnf4a,Agt,Nedd4
downstream_arrest	8	Sp7,Ctnna3,Slc8a3,Dazl,Colq,Slc1a3,Col9a3,Nkd2,Pde6g,Fap,Dtl,Cxcr5,Mcub,Casq1,Wnt2b,Ptger4,Rergl,Igsf21,Fcmr,Pcbp3,Col4a3,Hkdc1,Esrrb,Gpr35,Upk3b,Foxm1,Slit1,Clic5,Ptgir,Chst8,Ramp3,Mrgprf,Cd276,Hdc,Ank1,Stat4,Angptl8,Il13ra2,Tert,Angpt2,Acss1,Ache,Syt9,Il21r,Atp6v0d2,Fen1,Havcr2,Fos,Panx1,Gfi1,Sfrp1,Miga1,Olfm3,Cdh4,Kdm2b,Cdk7,Slc2a3,Olig1,Mturn,Plgrkt,Ankrd13b,Nes,Tcf21,Fpr2,Smarcd1,Grk3,Pafah1b3,Ift122,Ggnbp1,Polr2h,Pak1,Sirt5,Thbd,Ube2d1,Btrc,Brwd3,Limk1,Ndc1,Col1a1,Sfxn3,Epha7,Cdk5rap2,Topbp1,Pou2f1,Plxna1,Nfkbie,Setdb1,Rel,Mtx1,Cdc42,Camsap1,Nras,Cd59b,Stk3,Klf4,Atg14,Gfpt1,Myh11,Egln1,Arfip2,Crtc2,Aida,Fbxl19,Cd72,Acta2,Lyplal1,Wwox,Trim7,Fundc1,Elmo3,Socs6,Gna13,Fbxw7,Fzd4,Ruvbl1,Wdr5,Folr2,Cry2,Parvb,Aip,Pla2g6,Carmil1,Klb,Cln8,Mapre1,Afdn,Cdh1,Rcor1,Dyrk1a,Agl,Shtn1,Abca7,Entpd1,Phc2,Igf2r,Mmp15,Smad2,Dicer1,Gtpbp2,Il4ra,Garem1,Med15,Nsun2,Itga5,Tek,Tie1,Mapk9,Arid1a,Dapk1,Esyt2,Bicd2,Washc2,Sigmar1,Mtor,Fmc1,Plod1,Abcg8,Amy1,Flot2,Lrpprc,Akt1s1,Msn,Rock2,Adamts1,Irak1,Otud5,Kif1b,Gk,Mtch1,Rab6a,Msrb1,Immt,Igfbp3,Angptl4,Park7,Nfia,Nsmf,Yy1,Ehmt2,Sqstm1,Cfh,P4hb,Amfr,Saa4,Sod1,Cyp1a2,Rab43,Hao1,Cd5l,Fcgr2b
downstream_arrest	9	Chia1,Prl8a1,Ptprn2,Actc1,Ano5,Cd19,Colgalt2,Kcnab3,Rflna,Cyp1a1,Sgo1,Stmn2,Fut1,Camk4,Ptger1,Cabp1,Jazf1,Shisa3,Adgrg5,Serpini1,Acod1,Trpm6,Acot6,Cd40lg,Tlr6,Cx3cr1,Gnrh1,Was,Zfp57,Ntrk2,Cdca5,Cd177,Pls1,Tab1,Col23a1,Crocc,Sh3tc2,Kcnj10,Fasl,Rnf219,Itk,Gabrb3,Prkca,Ptpn22,Slc24a3,Sdk2,Syce2,Treh,Cd3eap,Fxn,Ercc1,C7,Bdnf,Sfrp1,Mmp9,Szt2,Klf5,Eif4ebp1,Dhodh,Sept6,Vipas39,Ltbp1,Dusp4,Anapc11,Tcof1,Kcnn4,Lacc1,Bmf,P2ry2,Pik3ca,Il2rg,Gbp3,Sirt5,Mpi,Ndor1,Zc3hc1,Srpx2,Large1,Ipo9,Igsf8,Rph3al,Bak1,Meis3,Exosc9,Mctp2,Dsg1b,Slc39a8,Mest,Setx,Fbxo4,Ptpn6,Dync1i2,Ldhb,Eloc,Camsap1,Rragd,Col4a3bp,Parp1,Bcl2l11,Ilk,Mdp1,Braf,Camk2d,Pisd,Pnkd,Cd72,Hck,Cd24a,Arhgap17,Cbx7,H2afx,Rnf2,Socs6,Nod1,Cbl,Ddx42,Ncf1,Nr1h2,Rtf1,Srd5a3,Sap18,Rnf19a,Alpl,Bcam,Smap1,Lpl,Wdr61,Snx6,Mdm2,Ccn1,Paxbp1,Mast2,Cetn3,Sra1,Maf1,Bclaf1,Hic1,Rheb,Sema3f,Opa1,Lss,Cybb,Cd82,Col13a1,Ep300,Mxd4,Efnb1,Cd68,Gnai3,Gja1,Map2k1,Asna1,Max,Cxxc5,Ppt1,Flot2,Pdap1,Mapkapk2,S1pr1,F8,Cisd2,Prox1,Abca3,Sept9,Bcl6,Ino80d,Dgcr2,Slc19a2,Cyp8b1,Sfxn1,Brd2,Ccnd3,Mtus1,Bhlhe40,Mttp,Cd38,Lasp1,Slc47a1,Asph,Pltp,Gpt2,Vim,Pten,Apoa1,Saa4,Pygl,Atp2a2,Lsr,Sdha,Comt
