n_cells,n_senders,prevalence_real,median_nn_um,lam_true,beta_true,med_d_sender,match_rate,max_smd_before,max_smd_after,smd_pass,u_sender_mean,u_decoy_mean,u_all_mean,lam_naive,beta_naive,se_lam_naive,se_beta_naive,lam_nuis,beta_nuis,se_lam_nuis,lam_decoy,beta_decoy,se_lam_decoy,lam_decoy_scale,beta_decoy_term,lam_decoy_nuis,beta_decoy_nuis,lam_decoyS,beta_decoyS,beta_decoyS_term,lam_decoyS_nuis,beta_decoyS_nuis,lam_naive_bin,beta_naive_bin,lam_decoy_only,beta_decoy_only,beta_true_minus_decoy,ci_lam_naive_iid_lo,ci_lam_naive_iid_hi,ci_lam_nuis_iid_lo,ci_lam_nuis_iid_hi,ci_lam_decoy_iid_lo,ci_lam_decoy_iid_hi,ci_lam_naive_blk_lo,ci_lam_naive_blk_hi,ci_lam_nuis_blk_lo,ci_lam_nuis_blk_hi,ci_lam_decoy_blk_lo,ci_lam_decoy_blk_hi,ci_beta_naive_blk_lo,ci_beta_naive_blk_hi,ci_beta_decoy_blk_lo,ci_beta_decoy_blk_hi,boot_sd_lam_naive,boot_sd_lam_nuis,boot_sd_lam_decoy,ci_lam_decoyS_blk_lo,ci_lam_decoyS_blk_hi,ci_beta_decoyS_blk_lo,ci_beta_decoyS_blk_hi,se_ratio_naive,cover_lam_naive_iid,cover_lam_nuis_iid,cover_lam_decoy_iid,cover_lam_naive_blk,cover_lam_nuis_blk,cover_lam_decoy_blk,cover_beta_naive_blk,cover_beta_decoy_blk,cover_lam_decoyS_blk,cover_beta_decoyS_blk,cover_beta_nuis_blk,bias_lam_naive,relbias_lam_naive,relbias_beta_naive,bias_lam_naive_bin,relbias_lam_naive_bin,relbias_beta_naive_bin,bias_lam_nuis,relbias_lam_nuis,relbias_beta_nuis,bias_lam_decoy,relbias_lam_decoy,relbias_beta_decoy,bias_lam_decoy_nuis,relbias_lam_decoy_nuis,relbias_beta_decoy_nuis,bias_lam_decoyS,relbias_lam_decoyS,relbias_beta_decoyS,bias_lam_decoyS_nuis,relbias_lam_decoyS_nuis,relbias_beta_decoyS_nuis,signal_retained_naive,signal_retained_nuis,signal_retained_decoy,signal_retained_decoy_nuis,signal_retained_decoyS,signal_retained_decoyS_nuis,signal_retained_subtract,decoy_cost_vs_naive,ripley50,sweep,cfg_id,rep,clustering,autocorr_len_um,conf_strength,prevalence,window_um,beta_true_cfg,ell_over_lambda
11781,589,0.04999575587810882,11.694607001218541,30.0,1.0,112.35449191615758,1.0,0.6273827828512631,0.09241144283699142,1.0,0.7164470936936057,0.5894739373499578,0.3005635424549685,41.74869570611243,1.2100255328100147,4.209284063366005,0.07900802038233487,34.19953147761923,1.0662488910033405,3.8116097690675357,34.350011873393385,1.287286057619017,3.465655791715363,175.45896876679674,1.6767181080058084,33.05464660435661,1.0857458486934704,46.96352511851219,1.1115597651764613,0.9313222725839632,34.85174183667353,1.0565051495450213,48.683492175970386,1.1949309367426661,209.23759133487656,2.282084530718347,-1.0871535939756807,33.49849894191506,49.9988924703098,26.728776330246863,41.670286624991604,27.557326521631275,41.142697225155494,22.856736052315522,80.72950007484218,18.407993905289526,69.04241789325326,20.374954482450804,68.36732444134758,0.8787096162366891,1.7521192488436002,0.9023418162800401,1.884836245651354,16.727528891036446,13.975170051597303,12.30602740782098,29.116880878367258,86.18820425580702,0.7670559787041769,1.5492772600207323,3.973960568881178,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.748695706112429,0.39162319020374764,0.21002553281001468,18.683492175970386,0.6227830725323462,0.19493093674266615,4.199531477619232,0.13998438258730772,0.06624889100334053,4.350011873393385,0.1450003957797795,0.28728605761901704,3.0546466043566127,0.10182155347855376,0.08574584869347035,16.963525118512187,0.5654508372837396,0.11155976517646127,4.851741836673533,0.16172472788911776,0.05650514954502128,1.2100255328100147,1.0662488910033405,1.287286057619017,1.0857458486934704,1.1115597651764613,1.0565051495450213,-1.0871535939756807,1.0638503260584775,11.377680577320536,conf,2,0,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11853,593,0.05002952838943727,11.536216865070145,30.0,1.0,101.5805165398943,1.0,0.5650317217158536,0.05588780587629219,1.0,0.5133656972236629,0.5003676199726445,0.28767723239299653,30.887178100387015,1.1785222375816313,3.7571335727630246,0.10381051871915042,27.11283069893083,1.0518501480636824,3.482075755633466,30.865755027855048,1.1853501654513272,3.7123946254633693,73.10101002194283,0.7478542408101756,26.91457518550462,1.0559210747616823,34.65634350906553,1.0878526142953762,0.663564742724357,26.568591255346536,1.0917004439831877,35.704535685363055,1.1048872553102806,60.39762546331809,0.7686783001664267,0.33620895514385396,23.523196297771488,38.251159903002545,20.287962217889234,33.93769917997242,23.589461561946845,38.142048493763255,18.5796489373457,57.2932181871582,14.568602465666853,74.94322374609045,18.058650640718245,54.73201785561371,0.8522603415582025,1.5328351889914307,0.8627026986335492,1.5615601507488488,11.312973542413104,31.074449576009254,10.56111799630473,23.436467089801933,61.028285850975855,0.7691802697954944,1.431078227345435,3.011065037566247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8871781003870147,0.029572603346233826,0.17852223758163133,5.704535685363055,0.19015118951210183,0.10488725531028065,-2.8871693010691715,-0.09623897670230572,0.05185014806368238,0.8657550278550481,0.028858500928501604,0.1853501654513272,-3.0854248144953793,-0.10284749381651265,0.05592107476168229,4.656343509065529,0.1552114503021843,0.08785261429537616,-3.4314087446534636,-0.11438029148844879,0.09170044398318766,1.1785222375816313,1.0518501480636824,1.1853501654513272,1.0559210747616823,1.0878526142953762,1.0917004439831877,0.33620895514385396,1.005793635157625,10.022500906814328,conf,2,1,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11696,585,0.050017099863201096,11.631042108136882,30.0,1.0,108.64712955356887,0.9982905982905983,0.40460016200076876,0.039436311944649624,1.0,0.5829598695533603,0.5433551084652739,0.29523282284760693,41.51620510966074,1.3334925909779753,4.018808535619239,0.08050453507239581,57.503104595373486,0.8516235376612029,7.595895505592833,41.955715000288876,1.3294229451866593,4.0103795378992455,399.9999999999999,3.5491803929868935,57.567594667737595,0.85081831064296,51.109772916057885,1.2252548293151793,0.9815782385111093,57.7986770650155,0.853677222347568,40.903299200201936,1.319893275223755,399.9999999999999,3.8055450879388966,-2.4856518127151412,33.63934037984703,49.39306983947445,42.61514940441153,72.39105978633543,34.095371106006354,49.8160588945714,29.41944355437059,65.31067932965765,30.487753024094463,143.69486662210574,30.34868555130727,64.92258159111547,1.0191312105581145,1.7347959926859344,1.0312351995898814,1.6833551069108879,10.145109956678004,31.168705081170003,9.374282227550593,39.38956320660526,77.16952738116677,0.9049545212499226,1.610602151198802,2.5244073876027024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.516205109660739,0.38387350365535794,0.33349259097797535,10.903299200201936,0.36344330667339786,0.3198932752237551,27.503104595373486,0.9167701531791163,-0.1483764623387971,11.955715000288876,0.39852383334296254,0.32942294518665927,27.567594667737595,0.9189198222579198,-0.14918168935704001,21.109772916057885,0.7036590972019295,0.22525482931517926,27.798677065015497,0.9266225688338499,-0.14632277765243196,1.3334925909779753,0.8516235376612029,1.3294229451866593,0.85081831064296,1.2252548293151793,0.853677222347568,-2.4856518127151412,0.9969481301817122,11.447081348142484,conf,2,2,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11790,590,0.05004240882103478,11.660822922738888,30.0,1.0,114.38013873835992,1.0,0.40701621121864723,0.06860057072087442,1.0,0.553935941700912,0.4385624442560947,0.296266314532673,22.81954641512926,1.2944357878974722,2.9856270649200582,0.1479518227282629,21.19805424322764,1.0648827576116189,3.1939291627115685,22.510730203192924,1.3529092296015703,2.824761696236538,399.9999999999999,2.4013168623708245,21.25728575878866,1.0974716417595862,30.062261509521228,1.0745819774548244,0.6416783646935142,21.977200707155493,1.0369617880169304,23.16122975805062,1.28309140155688,399.9999999999999,2.179328566110783,-0.8962371645539031,16.967717367885946,28.671375462372573,14.937953084312968,27.458155402142317,16.97419727856931,28.04726312781654,15.404461425623788,40.61777021947489,14.130279478761706,36.11539290575929,15.751380740199254,38.1977265397406,0.9382325602012767,1.656085980197215,1.0000842189373402,1.7453173332835925,33.01174195627211,5.54143074423289,32.92634089013473,20.201555473700413,370.0347364351114,0.6356160829747974,1.481771176592599,11.05688729317438,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-7.18045358487074,-0.23934845282902467,0.29443578789747216,-6.83877024194938,-0.22795900806497932,0.28309140155687995,-8.801945756772358,-0.29339819189241195,0.06488275761161888,-7.489269796807076,-0.24964232656023586,0.35290922960157034,-8.742714241211338,-0.29142380804037793,0.09747164175958623,0.06226150952122822,0.0020753836507076072,0.07458197745482442,-8.022799292844507,-0.2674266430948169,0.0369617880169304,1.2944357878974722,1.0648827576116189,1.3529092296015703,1.0974716417595862,1.0745819774548244,1.0369617880169304,-0.8962371645539031,1.0451729180008809,10.060695875796924,conf,2,3,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11722,586,0.0499914690325883,11.684519176450639,30.0,1.0,104.96495428404401,1.0,0.4700811045858706,0.07745817758891163,1.0,0.586324065430523,0.43235746893781657,0.2969655042047102,24.151717522062278,1.4963676302904165,2.596558131124799,0.13881181051124528,27.636880248997453,1.143397144085092,3.300167668699983,22.670876790795056,1.4719728555340585,2.5744685637623745,45.9847036480041,0.6903230121610471,27.351829133593814,1.1417875252024932,27.361549258159766,1.2761336599452038,0.7054097688473935,27.590895472880977,1.1419820538916805,24.547266751948694,1.5133226970995712,53.06489342888331,0.9361669640560655,0.5771557330435058,19.06246358505767,29.240971459066884,21.168551618345486,34.10520887964942,17.6249184058208,27.71683517576931,17.301215965791666,38.19233646981958,19.52167102291504,377.36864825699615,16.20818016977757,35.51315923464163,1.0774788758132914,1.8960066137350817,1.0767343545478962,1.879253882240991,5.606728936226261,61.66238086238588,5.188275911598898,20.714032675820615,41.10400162272779,0.9188738922621428,1.6655639373858961,2.1592926686364966,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-5.8482824779377225,-0.19494274926459074,0.49636763029041653,-5.452733248051306,-0.18175777493504353,0.5133226970995712,-2.3631197510025466,-0.07877065836675155,0.14339714408509208,-7.329123209204944,-0.24430410697349814,0.47197285553405854,-2.6481708664061863,-0.08827236221353954,0.14178752520249316,-2.6384507418402343,-0.08794835806134114,0.2761336599452038,-2.4091045271190232,-0.08030348423730077,0.1419820538916805,1.4963676302904165,1.143397144085092,1.4719728555340585,1.1417875252024932,1.2761336599452038,1.1419820538916805,0.5771557330435058,0.9836973386335393,10.371238207604879,conf,2,4,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11749,587,0.04996169886798876,11.677348339165965,30.0,1.0,96.92007999644179,0.9982964224872232,0.4198758363211539,0.041663584703876294,1.0,0.7389718329005128,0.5625832659569674,0.291654336712799,25.28577114456239,1.7981889706846805,2.150322886154537,0.12187169896972166,31.13238451570352,1.2279647633697894,3.164243898629979,26.40570699246274,1.7205202762486425,2.259566627275682,399.9999999999999,3.61343225551477,31.307910410226192,1.2055508603999714,33.943953249452626,1.4836191503115619,0.9562754303892296,31.695082795306742,1.1998185839356998,24.875714197460212,1.7091186053104475,399.9999999999999,3.359385278437731,-1.6502666731272837,21.071138287699497,29.50040400142528,24.930466474388762,37.334302557018276,21.976956403002404,30.834457581923076,19.059721489278736,36.86925504768414,21.345286228989377,60.095435028454176,19.923445903260415,38.943437949161456,1.3664650013754656,2.2045172157890516,1.2953134772167665,2.1288144557402124,4.166438619445973,13.423351698394782,4.948584150456604,25.597478161653274,52.74158198780366,1.066956881847643,1.851759383110312,1.937587441529255,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-4.714228855437611,-0.15714096184792037,0.7981889706846805,-5.124285802539788,-0.17080952675132627,0.7091186053104475,1.1323845157035208,0.03774615052345069,0.22796476336978944,-3.59429300753726,-0.11980976691790866,0.7205202762486425,1.3079104102261923,0.04359701367420641,0.2055508603999714,3.943953249452626,0.13146510831508754,0.4836191503115619,1.6950827953067424,0.056502759843558084,0.19981858393569985,1.7981889706846805,1.2279647633697894,1.7205202762486425,1.2055508603999714,1.4836191503115619,1.1998185839356998,-1.6502666731272837,0.9568072679222002,9.992144118516753,conf,2,5,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11743,587,0.049987226432768456,11.70715980416123,30.0,1.0,107.27478778820877,1.0,0.43529987053791863,0.051248627065488946,1.0,0.6732026187229084,0.3994151619383075,0.28403535390700174,13.232026659211375,1.642219504915966,2.2112511888764264,0.3297780276466735,15.836908346224636,1.3618119287681536,2.419362571287604,13.880933589398579,1.6194763276206026,2.2221091597154197,50.97402696302673,0.6756236961724656,16.04289198618942,1.3192068595578887,20.448103511028226,1.1249715085847256,0.752353741754419,16.519568580943954,1.3139735688474492,13.763159597736594,1.6586009746397816,48.30642153043381,0.7689782247548611,0.8896227498849205,8.897974329013579,17.56607898940917,11.094957706500931,20.57885898594834,9.525599636356356,18.2362675424408,8.73789352111798,20.38061928467654,11.342476893709234,23.04335656660477,9.832797912934407,20.751565776662034,1.1413938035428193,2.4677666157704596,1.141138942098677,2.2501096951546797,2.9573775896422636,3.013460259418459,2.8534157134177662,14.774788723156648,29.381295195581938,0.6963335483323381,1.5541745361387749,1.337422724527717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-16.767973340788625,-0.5589324446929542,0.642219504915966,-16.236840402263404,-0.5412280134087801,0.6586009746397816,-14.163091653775364,-0.4721030551258455,0.3618119287681536,-16.11906641060142,-0.5373022136867139,0.6194763276206026,-13.95710801381058,-0.46523693379368597,0.31920685955788874,-9.551896488971774,-0.3183965496323925,0.12497150858472561,-13.480431419056046,-0.44934771396853485,0.3139735688474492,1.642219504915966,1.3618119287681536,1.6194763276206026,1.3192068595578887,1.1249715085847256,1.3139735688474492,0.8896227498849205,0.9861509516679823,11.264055474332334,conf,2,6,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11736,587,0.05001704158145876,11.678596435833809,30.0,1.0,95.73032181077443,1.0,0.2715385556353507,0.10658165125828312,0.0,0.5169991655877677,0.2675296805538666,0.29344251397690213,25.45892364074747,1.2993584671362979,3.0265003897001947,0.1255440525882885,21.067069729898606,1.182157152791437,2.8016144717781,25.863450168701043,1.3117375251764258,3.012999566869877,399.9999999999999,1.560134794172918,21.037525292377286,1.1771096814328659,27.85889505100768,1.2668149888610793,0.34962311985846617,20.98886781801612,1.1766213885259968,23.50643768381741,1.347984563326185,399.9999999999999,2.010337806853079,-0.6623532435268937,19.52698287693509,31.390864404559853,15.57590536521353,26.558234094583682,19.957971017636083,31.768929319766002,19.15041981857486,35.27091682770814,16.21617671601535,29.16450280118786,19.316276271285926,35.44524057195122,1.032173660928172,1.613778718210569,1.0189977190275612,1.625682363417651,4.328147159659439,3.4266201135364045,4.419558754745632,20.566407070314888,38.87907116325139,0.9527016684902105,1.5644293723329221,1.4300831331094543,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-4.5410763592525285,-0.1513692119750843,0.2993584671362979,-6.49356231618259,-0.21645207720608634,0.3479845633261851,-8.932930270101394,-0.2977643423367132,0.18215715279143696,-4.136549831298957,-0.1378849943766319,0.31173752517642583,-8.962474707622714,-0.29874915692075715,0.17710968143286587,-2.1411049489923215,-0.07137016496641072,0.26681498886107935,-9.011132181983879,-0.30037107273279595,0.17662138852599685,1.2993584671362979,1.182157152791437,1.3117375251764258,1.1771096814328659,1.2668149888610793,1.1766213885259968,-0.6623532435268937,1.0095270538140337,8.844485701683482,conf,2,7,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11799,590,0.05000423764725824,11.618998327474646,30.0,1.0,110.86233943492843,1.0,0.5521955502986777,0.11283967410215494,0.0,0.548477903768247,0.4251739423932645,0.2935025896746189,33.38515326285744,1.3036488336303398,3.5205368112894377,0.10126123330797436,36.88489172356223,1.135015199795996,3.9197020195481698,31.9688624982404,1.331999828846591,3.365800997261038,21.23717517589868,0.42337706589904556,38.35571605766137,1.1145077148039066,30.56080774020166,1.3721237340183479,0.3587661921689557,41.47809431970545,1.0667098049807606,36.31775912501609,1.3110200652279478,24.87329887146958,0.49970239038703346,0.8113176748409143,26.484901112730146,40.285405412984744,29.202275765247812,44.56750768187664,25.371892543608766,38.56583245287204,22.14584486622732,79.96140184299904,22.939705413778423,83.93892866257596,21.214582514614282,81.20943044914812,0.8506799514333945,1.783151598966587,0.8555072296658884,1.8261049323382388,18.02992797860236,16.16022780487666,18.075059063469187,21.079592308328095,67.52068525184643,0.9330288032468832,1.8326072435757648,5.121357606824366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3851532628574432,0.11283844209524811,0.3036488336303398,6.317759125016089,0.21059197083386963,0.3110200652279478,6.884891723562227,0.22949639078540757,0.13501519979599608,1.9688624982404015,0.06562874994134672,0.33199982884659107,8.355716057661368,0.27852386858871225,0.11450771480390665,0.5608077402016605,0.018693591340055347,0.37212373401834786,11.478094319705448,0.38260314399018164,0.06670980498076062,1.3036488336303398,1.135015199795996,1.331999828846591,1.1145077148039066,1.3721237340183479,1.0667098049807606,0.8113176748409143,1.0217474173142937,11.19689339791216,conf,2,8,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
11655,583,0.050021450021450024,11.649285744990213,30.0,1.0,110.77667954458606,1.0,0.3478801892467325,0.10927331409169265,0.0,0.5605268525433083,0.3992327770984081,0.2983871187064939,37.74960774819964,1.2580718323410778,4.005808600492225,0.08693938020610575,35.094089250181376,1.0182273886878894,4.278324355516002,35.481081822756614,1.2766145187787676,3.7828187347990165,48.41513733988736,0.5750673418173964,35.44236549977631,1.0115406766462245,37.00469872616049,1.24554679009198,0.5622438762368249,36.28348821833743,1.0129247171046383,35.41091092614637,1.2203486513463775,53.77577982871145,0.5694946040316415,0.650854047314736,29.898222891234877,45.6009926051644,26.708573513370013,43.47960498699274,28.066757102550543,42.89540654296269,22.477694918429393,66.20354970668501,21.259883506214685,56.93124249243196,21.696184538027918,61.480017789303446,1.0363454982879978,1.5795186560148544,1.0447759938219647,1.5924443394289844,11.703724721877187,9.235098947827801,10.531359163977553,24.090634585777742,63.19854443922018,1.0293377162140303,1.538781110746766,2.921688450226768,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.749607748199637,0.2583202582733212,0.2580718323410778,5.4109109261463715,0.18036369753821238,0.2203486513463775,5.094089250181376,0.16980297500604588,0.018227388687889423,5.4810818227566145,0.18270272742522048,0.27661451877876764,5.442365499776308,0.18141218332587694,0.01154067664622449,7.004698726160491,0.23348995753868304,0.2455467900919801,6.283488218337432,0.2094496072779144,0.012924717104638273,1.2580718323410778,1.0182273886878894,1.2766145187787676,1.0115406766462245,1.24554679009198,1.0129247171046383,0.650854047314736,1.0147389727367035,10.242279389776117,conf,2,9,3.0,60.0,0.5,0.05,2000.0,1.0,2.0
